Company,Image URL,Dominant Color,Color Class
Valentino,https://assets.vogue.com/photos/65e4f4947801dd2af08223ad/master/w_2560%2Cc_limit/00001-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 250)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f49524d10db8683f70ba/master/w_2560%2Cc_limit/00002-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f49424d10db8683f70b8/master/w_2560%2Cc_limit/00003-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 251)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f497453b74793a96d8f0/master/w_2560%2Cc_limit/00004-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 250)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f4972cf7e9145e04ed72/master/w_2560%2Cc_limit/00005-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(18, 18, 21)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f498124210923073c2ea/master/w_2560%2Cc_limit/00006-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f49ac37f4559cfac68ae/master/w_2560%2Cc_limit/00007-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(244, 191, 160)",Other
Valentino,https://assets.vogue.com/photos/65e4f49a7801dd2af08223af/master/w_2560%2Cc_limit/00008-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(1, 0, 2)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f49b0c5d55bc10db6cd6/master/w_2560%2Cc_limit/00009-valentino-fall-2024-ready-to-wear-credit-brand.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f5a88606d2b23c777f43/master/w_2560%2Cc_limit/00001-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(1, 0, 0)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5a872f2ad2b9419ac69/master/w_2560%2Cc_limit/00002-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(18, 18, 21)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5ac9f7090acc42ba504/master/w_2560%2Cc_limit/00003-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(1, 0, 0)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5af992a206a2816af79/master/w_2560%2Cc_limit/00004-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f5af2ada3065622b29fb/master/w_2560%2Cc_limit/00005-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(99, 65, 55)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5b43cf305f4ba11aa77/master/w_2560%2Cc_limit/00006-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(18, 18, 19)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5b53a75dbf17011464e/master/w_2560%2Cc_limit/00007-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(255, 255, 255)",Light Color
Valentino,https://assets.vogue.com/photos/65e4f5b63cf305f4ba11aa79/master/w_2560%2Cc_limit/00008-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(1, 0, 0)",Dark Color
Valentino,https://assets.vogue.com/photos/65e4f5beecf727e53604e343/master/w_2560%2Cc_limit/00009-valentino-fall-2024-ready-to-wear-detail-credit-brand.jpg,"(18, 18, 17)",Dark Color
Valentino,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f37b91acd9398022b73a/master/w_1280%2Cc_limit/00001-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(1, 1, 2)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f37b91acd9398022b73a/master/w_2560%2Cc_limit/00001-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(1, 1, 2)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f37b6aa095c61b4b62ea/master/w_2560%2Cc_limit/00002-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(18, 18, 17)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f3794c1d4bdd2d1fda46/master/w_2560%2Cc_limit/00003-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(193, 161, 114)",Other
Schiaparelli,https://assets.vogue.com/photos/65e0f37d20d0149aa5b547ed/master/w_2560%2Cc_limit/00004-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(239, 236, 221)",Light Color
Schiaparelli,https://assets.vogue.com/photos/65e0f38075fd5a1647a281e6/master/w_2560%2Cc_limit/00005-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(1, 0, 0)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f381bdf8e6be208ffc8b/master/w_2560%2Cc_limit/00006-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(60, 81, 100)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f382ad1e13e5fc9ea938/master/w_2560%2Cc_limit/00007-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(18, 18, 19)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f38464d849ceb367a880/master/w_2560%2Cc_limit/00008-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(0, 1, 2)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0f3868e94f6d96248cd39/master/w_2560%2Cc_limit/00009-schiaparelli-fall-2024-ready-to-wear-credit-brand.jpg,"(18, 18, 13)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c576a00751e1fb859786/master/w_2560%2Cc_limit/00001-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(85, 83, 73)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57658df3e7c7759a02f/master/w_2560%2Cc_limit/00002-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(73, 71, 67)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57658df3e7c7759a02d/master/w_2560%2Cc_limit/00003-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57818d223d71d9d0cee/master/w_2560%2Cc_limit/00004-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c579afb805fa64621e89/master/w_2560%2Cc_limit/00005-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57951df4fd166a3364d/master/w_2560%2Cc_limit/00006-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(164, 137, 98)",Brown/Beige Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57ba00751e1fb859788/master/w_2560%2Cc_limit/00007-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(166, 137, 96)",Brown/Beige Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57cc12662295c73c04c/master/w_2560%2Cc_limit/00008-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(173, 137, 94)",Brown/Beige Color
Schiaparelli,https://assets.vogue.com/photos/65e1c57cf5d72f77e5e4613c/master/w_2560%2Cc_limit/00009-schiaparelli-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(92, 72, 43)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed46ece59b93bb464d1a/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%25201.jpg,"(232, 191, 181)",Light Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed496aa095c61b4b62e6/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252010.jpg,"(1, 0, 2)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed493e967eec71a15cd7/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252011.jpg,"(255, 191, 137)",Other
Schiaparelli,https://assets.vogue.com/photos/65e0ed4ae01e4fc0f69a8eba/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252012.jpg,"(255, 255, 246)",Light Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed4a4f3869e6dbc5182f/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252013.jpg,"(255, 255, 255)",Light Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed4a3e967eec71a15cd9/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252014.jpg,"(254, 191, 126)",Other
Schiaparelli,https://assets.vogue.com/photos/65e0ed4ba00751e1fb859721/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252015.jpg,"(1, 0, 0)",Dark Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed4c23465ec9a298cb04/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%252016.jpg,"(255, 255, 254)",Light Color
Schiaparelli,https://assets.vogue.com/photos/65e0ed467deb0fee34cbcfb6/master/w_2560%2Cc_limit/Schiaparelli%2520FW24%2520-%2520Acielle%2520-%25202.jpg,"(192, 208, 232)",Light Color
Schiaparelli,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65e840ba7fbf083e86a8badb/master/w_1280%2Cc_limit/00001-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(138, 97, 77)",Other
Bottega Veneta,https://assets.vogue.com/photos/65e8402fa4aec2875211588a/master/w_2560%2Cc_limit/00001-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(236, 127, 73)",Brown/Beige Color
Bottega Veneta,https://assets.vogue.com/photos/65e84030ea172c35ff651bdf/master/w_2560%2Cc_limit/00002-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(234, 127, 72)",Brown/Beige Color
Bottega Veneta,https://assets.vogue.com/photos/65e8403078f3594bdb562b1e/master/w_2560%2Cc_limit/00003-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(244, 191, 162)",Other
Bottega Veneta,https://assets.vogue.com/photos/65e840330891a0715f148eae/master/w_2560%2Cc_limit/00004-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(196, 161, 142)",Other
Bottega Veneta,https://assets.vogue.com/photos/65e840342d90bf8a01371af0/master/w_2560%2Cc_limit/00005-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(255, 255, 241)",Light Color
Bottega Veneta,https://assets.vogue.com/photos/65e8403560283c642377d227/master/w_2560%2Cc_limit/00006-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65e84037428aaf4929c549d5/master/w_2560%2Cc_limit/00007-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(151, 195, 211)",Other
Bottega Veneta,https://assets.vogue.com/photos/65e840388b09151c400f2de8/master/w_2560%2Cc_limit/00008-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(235, 127, 73)",Brown/Beige Color
Bottega Veneta,https://assets.vogue.com/photos/65e84039142c848c2382d684/master/w_2560%2Cc_limit/00009-bottega-veneta-fall-2024-ready-to-wear-credit-gorunway.jpg,"(248, 191, 170)",Light Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f0416c834ade521770/master/w_2560%2Cc_limit/00001-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f273bc25da7bd5be0e/master/w_2560%2Cc_limit/00002-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f25f777c11b5b0f31d/master/w_2560%2Cc_limit/00003-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f45d7dc91209fad55a/master/w_2560%2Cc_limit/00004-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f76dcaad1d6942b08d/master/w_2560%2Cc_limit/00005-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(8, 0, 4)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f64814df0fcd1f526e/master/w_2560%2Cc_limit/00006-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99f8f0f7edce09a3639e/master/w_2560%2Cc_limit/00007-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(255, 255, 249)",Light Color
Bottega Veneta,https://assets.vogue.com/photos/65dc99fab2b1fd4f5e42044d/master/w_2560%2Cc_limit/00008-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(242, 191, 150)",Other
Bottega Veneta,https://assets.vogue.com/photos/65dc99fc5499b1cc58e61c8e/master/w_2560%2Cc_limit/00009-bottega-veneta-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(10, 0, 0)",Dark Color
Bottega Veneta,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de1ae20693c630b24c7f39/master/w_1280%2Cc_limit/00001-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(234, 191, 171)",Other
Christian Dior,https://assets.vogue.com/photos/65de1af5b2d96e2c57d1d0a5/master/w_2560%2Cc_limit/00001-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(56, 48, 37)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de1af6dd7363ad74e48aa4/master/w_2560%2Cc_limit/00002-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(56, 48, 39)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de1af546f99e686f1208d8/master/w_2560%2Cc_limit/00003-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(192, 171, 142)",Other
Christian Dior,https://assets.vogue.com/photos/65de1afbdd7363ad74e48aa7/master/w_2560%2Cc_limit/00004-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(60, 51, 40)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de1afa4eccb4fac9b44263/master/w_2560%2Cc_limit/00005-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(182, 169, 139)",Other
Christian Dior,https://assets.vogue.com/photos/65de1afcc8c1a1cbed34273f/master/w_2560%2Cc_limit/00006-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(230, 191, 179)",Other
Christian Dior,https://assets.vogue.com/photos/65de1aff517128b2760b7461/master/w_2560%2Cc_limit/00007-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(196, 171, 138)",Other
Christian Dior,https://assets.vogue.com/photos/65de1b00927ffddb83219e76/master/w_2560%2Cc_limit/00008-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(182, 169, 140)",Other
Christian Dior,https://assets.vogue.com/photos/65de1b010894e4baa3d9ed09/master/w_2560%2Cc_limit/00009-christian-dior-fall-2024-ready-to-wear-credit-gorunway.jpg,"(232, 191, 177)",Other
Christian Dior,https://assets.vogue.com/photos/65de2f83b2d96e2c57d1d0c2/master/w_2560%2Cc_limit/00001-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(92, 75, 46)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f8444da79fb14ea05df/master/w_2560%2Cc_limit/00002-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(198, 161, 138)",Other
Christian Dior,https://assets.vogue.com/photos/65de2f82b2d96e2c57d1d0c0/master/w_2560%2Cc_limit/00003-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(149, 128, 88)",Other
Christian Dior,https://assets.vogue.com/photos/65de2f8ca9dcf528771dbdd8/master/w_2560%2Cc_limit/00004-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(74, 64, 58)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f8b1291668dd5549c1e/master/w_2560%2Cc_limit/00005-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f8beb948eb529bd6027/master/w_2560%2Cc_limit/00006-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f942bed6b971b9994dd/master/w_2560%2Cc_limit/00007-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(56, 48, 39)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f954eccb4fac9b44281/master/w_2560%2Cc_limit/00008-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Christian Dior,https://assets.vogue.com/photos/65de2f9346f99e686f1208ea/master/w_2560%2Cc_limit/00009-christian-dior-fall-2024-ready-to-wear-details-credit-gorunway.jpg,"(160, 137, 110)",Other
Christian Dior,https://assets.vogue.com/photos/65de5edccd4908eb59fde5fd/master/w_2560%2Cc_limit/00008-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Christian Dior,https://assets.vogue.com/photos/65de5ee5d14c83f79d9803cf/master/w_2560%2Cc_limit/00017-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(229, 186, 164)",Other
Christian Dior,https://assets.vogue.com/photos/65de5ef27a499ddda637f3bc/master/w_2560%2Cc_limit/00022-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Christian Dior,https://assets.vogue.com/photos/65de5ef760dc672709c90094/master/w_2560%2Cc_limit/00025-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Christian Dior,https://assets.vogue.com/photos/65de5f03a017837111ba6bf6/master/w_2560%2Cc_limit/00027-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(255, 255, 255)",Light Color
Christian Dior,https://assets.vogue.com/photos/65de5f0bfd7647a9c1c03440/master/w_2560%2Cc_limit/00028-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(215, 165, 120)",Other
Christian Dior,https://assets.vogue.com/photos/65de5f12fd7647a9c1c03442/master/w_2560%2Cc_limit/00033-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(232, 191, 184)",Light Color
Christian Dior,https://assets.vogue.com/photos/65de5f1c1291668dd5549c58/master/w_2560%2Cc_limit/00037-christian-dior-fall-2024-ready-to-wear-beauty-credit-gorunway.jpg,"(3, 1, 4)",Dark Color
Christian Dior,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3df9381b54fd11dda05d/master/w_1280%2Cc_limit/00001-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 18, 17)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d29b3ffd00871297c8c/master/w_2560%2Cc_limit/00001-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 7)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d29c1fa6eaddd88979d/master/w_2560%2Cc_limit/00002-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(56, 42, 8)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d29e4a4000469846017/master/w_2560%2Cc_limit/00003-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d2b16d9d8045d24283f/master/w_2560%2Cc_limit/00004-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 21)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d2cdf283be2af553108/master/w_2560%2Cc_limit/00005-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(16, 18, 17)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d2c8fe1dae9e3742269/master/w_2560%2Cc_limit/00006-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(56, 42, 10)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d2ebdf84a64e5a96957/master/w_2560%2Cc_limit/00007-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d2fe4a4000469846019/master/w_2560%2Cc_limit/00008-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 9)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db3d3026bd3ecd560bb346/master/w_2560%2Cc_limit/00009-dolce-&-gabbana-fall-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 11)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db204616d9d8045d242821/master/w_2560%2Cc_limit/00001-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db2046df8a5c5904788e48/master/w_2560%2Cc_limit/00002-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db20463fe99d32adbd9758/master/w_2560%2Cc_limit/00003-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db204be8602428e7bcd519/master/w_2560%2Cc_limit/00004-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 23)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db204bf85983c3b887ef91/master/w_2560%2Cc_limit/00005-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db204bbd1ceefa88862161/master/w_2560%2Cc_limit/00006-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db20512929e7de757400ac/master/w_2560%2Cc_limit/00007-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db204f8907f8ab82454b95/master/w_2560%2Cc_limit/00008-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(18, 18, 17)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/65db2050e8602428e7bcd51b/master/w_2560%2Cc_limit/00009-dolce-and-gabbana-fall-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Dolce & Gabbana,https://assets.vogue.com/photos/66a2640c36b075e7c5cfa319/master/w_1280%2Cc_limit/00001-rachel-antonoff-fall-2024-ready-to-wea-credit-brand.jpg,"(51, 0, 0)",Dark Color
Fendi,https://assets.vogue.com/photos/6568dcb9ebdfa396dcd7f5d2/1:1/w_90%2Cc_limit/undefined,"(255, 255, 251)",Light Color
Fendi,https://assets.vogue.com/photos/65d66d6e667aefa54e5a9885/master/w_1280%2Cc_limit/00001-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(186, 187, 198)",Other
Fendi,https://assets.vogue.com/photos/65d66d00a7045852b520cfff/master/w_2560%2Cc_limit/00001-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(164, 163, 177)",Other
Fendi,https://assets.vogue.com/photos/65d66d00772474056dc8f826/master/w_2560%2Cc_limit/00002-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 19)",Dark Color
Fendi,https://assets.vogue.com/photos/65d66d6987ddeb8f2df66f32/master/w_2560%2Cc_limit/00003-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(176, 176, 186)",Other
Fendi,https://assets.vogue.com/photos/65d66d0615594fafef6861d9/master/w_2560%2Cc_limit/00004-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(186, 187, 196)",Other
Fendi,https://assets.vogue.com/photos/65d66d07c5aae069b824f2c3/master/w_2560%2Cc_limit/00005-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 27)",Dark Color
Fendi,https://assets.vogue.com/photos/65d66d07de6491fad7cfa097/master/w_2560%2Cc_limit/00006-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(186, 187, 198)",Other
Fendi,https://assets.vogue.com/photos/65d66d0ca16af339d59e90ea/master/w_2560%2Cc_limit/00007-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(18, 18, 23)",Dark Color
Fendi,https://assets.vogue.com/photos/65d66d0e1be4893df1d3ff81/master/w_2560%2Cc_limit/00008-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(1, 0, 2)",Dark Color
Fendi,https://assets.vogue.com/photos/65d66d0ea4232e413ab57950/master/w_2560%2Cc_limit/00009-fendi-2024-ready-to-wear-credit-gorunway.jpg,"(200, 203, 208)",Light Color
Fendi,https://assets.vogue.com/photos/65d67024c44f78abc32489ae/master/w_2560%2Cc_limit/00001-fendi-2024-ready-to-wear-detail-credit-gorunway.jpg,"(12, 0, 0)",Dark Color
Fendi,https://assets.vogue.com/photos/65d67029aa24fa5e44b061bd/master/w_2560%2Cc_limit/00002-fendi-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
Fendi,https://assets.vogue.com/photos/65d6702725815e807b5656e6/master/w_2560%2Cc_limit/00003-fendi-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 2)",Dark Color
Fendi,https://assets.vogue.com/photos/65d6702e1be4893df1d3ff8a/master/w_2560%2Cc_limit/00004-fendi-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 2)",Dark Color
Fendi,https://assets.vogue.com/photos/65d6703629be775867d6104b/master/w_2560%2Cc_limit/00005-fendi-2024-ready-to-wear-detail-credit-gorunway.jpg,"(1, 0, 0)",Dark Color
